#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CNPY3	HSP90B1	1855768	1848102	9606.ENSP00000361926	9606.ENSP00000299767	0	0	0	0	0	0	0.900	0.365	0.933
PGK1	ALDOA	1855883	1851945	9606.ENSP00000362413	9606.ENSP00000336927	0.309	0	0	0	0.322	0.532	0	0.733	0.933
HMHA1	RAC2	1849901	1843949	9606.ENSP00000316772	9606.ENSP00000249071	0	0	0	0	0.151	0.179	0.900	0.148	0.932
IL2RG	LCK	1856061	1852042	9606.ENSP00000363318	9606.ENSP00000337825	0	0	0	0	0.124	0	0.900	0.288	0.932
SEC61G	SEC11A	1852468	1846006	9606.ENSP00000341538	9606.ENSP00000268220	0	0	0	0	0.297	0.065	0.900	0.097	0.932
UBA52	ACTR2	1859324	1856793	9606.ENSP00000388107	9606.ENSP00000367220	0	0	0	0	0.053	0.096	0.900	0.295	0.931
HLA-B	HLA-E	1860141	1856531	9606.ENSP00000399168	9606.ENSP00000365817	0	0	0	0.977	0.055	0.326	0.900	0.749	0.931
SEC61G	SSR4	1852468	1849949	9606.ENSP00000341538	9606.ENSP00000317331	0	0	0	0	0.286	0	0.900	0.122	0.931
B2M	FCGRT	1862817	1842838	9606.ENSP00000452780	9606.ENSP00000221466	0	0	0	0	0	0.871	0	0.487	0.931
TNFRSF1B	TNFSF13B	1856466	1856399	9606.ENSP00000365435	9606.ENSP00000365048	0	0	0	0	0	0	0.900	0.332	0.930
RAC1	FYN	1853302	1853081	9606.ENSP00000348461	9606.ENSP00000346671	0	0	0	0	0.053	0.170	0.900	0.207	0.929
TLN1	IQGAP1	1849837	1846003	9606.ENSP00000316029	9606.ENSP00000268182	0	0	0	0	0.130	0	0.900	0.258	0.929
YWHAZ	RAP1B	1849183	1844015	9606.ENSP00000309503	9606.ENSP00000250559	0	0	0	0	0.100	0.184	0.900	0.157	0.929
ALDOA	ENO1	1851945	1843405	9606.ENSP00000336927	9606.ENSP00000234590	0	0	0	0	0.625	0.424	0	0.696	0.929
LDHA	ENO1	1862289	1843405	9606.ENSP00000445175	9606.ENSP00000234590	0.073	0	0	0	0.630	0.424	0	0.686	0.929
RAC1	LCK	1853302	1852042	9606.ENSP00000348461	9606.ENSP00000337825	0	0	0	0	0.073	0.170	0.900	0.194	0.929
LCK	TYROBP	1852042	1845185	9606.ENSP00000337825	9606.ENSP00000262629	0	0	0	0	0.094	0	0.900	0.288	0.929
GSTP1	MGST1	1858630	1842163	9606.ENSP00000381607	9606.ENSP00000010404	0	0	0	0	0.054	0	0.900	0.307	0.928
ALDOA	LDHB	1851945	1843197	9606.ENSP00000336927	9606.ENSP00000229319	0	0	0	0	0.149	0.048	0.800	0.611	0.928
TPM3	MYL12A	1854817	1842673	9606.ENSP00000357516	9606.ENSP00000217652	0	0	0	0	0.121	0.161	0.900	0.146	0.928
EIF3L	PABPC1	1861248	1849591	9606.ENSP00000416892	9606.ENSP00000313007	0	0	0	0	0.288	0	0.900	0.071	0.928
RHOA	RAC1	1860210	1853302	9606.ENSP00000400175	9606.ENSP00000348461	0	0	0.504	0.954	0.162	0.172	0.900	0.672	0.928
EIF3L	UBA52	1861248	1859324	9606.ENSP00000416892	9606.ENSP00000388107	0	0	0	0	0.255	0.097	0.900	0.046	0.927
HLA-C	PDIA3	1856460	1848170	9606.ENSP00000365402	9606.ENSP00000300289	0	0	0	0	0	0	0.900	0.303	0.927
UBA52	EIF3E	1859324	1842805	9606.ENSP00000388107	9606.ENSP00000220849	0	0	0	0	0.241	0	0.900	0.125	0.927
EIF3H	UBA52	1861812	1859324	9606.ENSP00000429931	9606.ENSP00000388107	0	0	0	0	0.248	0.099	0.900	0	0.926
ATP6V0B	ATP6V0E1	1861883	1861726	9606.ENSP00000431605	9606.ENSP00000427941	0	0	0	0	0.169	0	0.900	0.184	0.926
SRSF5	PCBP1	1858188	1848744	9606.ENSP00000377892	9606.ENSP00000305556	0	0	0	0	0.056	0.176	0.900	0.162	0.926
HSP90AA1	DYNLL1	1851814	1843632	9606.ENSP00000335153	9606.ENSP00000242577	0	0	0	0	0.111	0	0.900	0.237	0.926
UBA52	SEC61G	1859324	1852468	9606.ENSP00000388107	9606.ENSP00000341538	0	0	0	0	0.234	0.120	0.900	0	0.926
TALDO1	LDHB	1850327	1843197	9606.ENSP00000321259	9606.ENSP00000229319	0.051	0	0	0	0.096	0.417	0.800	0.380	0.926
YWHAB	RAP1B	1848151	1844015	9606.ENSP00000300161	9606.ENSP00000250559	0	0	0	0	0.106	0.184	0.900	0.095	0.925
PSMA7	RBX1	1855365	1842568	9606.ENSP00000359910	9606.ENSP00000216225	0	0	0	0	0.253	0	0.900	0.087	0.925
ATP5G2	ATP5I	1858187	1848800	9606.ENSP00000377878	9606.ENSP00000306003	0	0	0	0	0.198	0	0.900	0.143	0.925
CFL1	PFN1	1849206	1843040	9606.ENSP00000309629	9606.ENSP00000225655	0	0	0	0	0.502	0.492	0	0.727	0.925
RHOA	RAC2	1860210	1843949	9606.ENSP00000400175	9606.ENSP00000249071	0	0	0.513	0.956	0.118	0.172	0.900	0.863	0.925
HSP90AA1	HSP90B1	1851814	1848102	9606.ENSP00000335153	9606.ENSP00000299767	0	0	0.527	0.833	0.378	0.295	0.800	0.861	0.925
PABPC1	EIF3F	1849591	1849251	9606.ENSP00000313007	9606.ENSP00000310040	0	0	0	0	0.154	0	0.900	0.175	0.924
RHOA	ITGB2	1860210	1848511	9606.ENSP00000400175	9606.ENSP00000303242	0	0	0	0	0.056	0	0.900	0.264	0.924
CTSC	CTSZ	1843108	1842640	9606.ENSP00000227266	9606.ENSP00000217131	0	0	0.313	0.748	0.062	0	0.900	0.671	0.924
RNF130	RBX1	1861825	1842568	9606.ENSP00000430237	9606.ENSP00000216225	0	0	0	0	0.052	0	0.900	0.269	0.924
RHOG	HMHA1	1852220	1849901	9606.ENSP00000339467	9606.ENSP00000316772	0	0	0	0	0.053	0.179	0.900	0.148	0.924
TALDO1	GAPDH	1850327	1843185	9606.ENSP00000321259	9606.ENSP00000229239	0.048	0	0	0	0.143	0	0.826	0.522	0.923
HLA-C	HLA-F	1856460	1844740	9606.ENSP00000365402	9606.ENSP00000259951	0	0	0	0.974	0	0.248	0.900	0.774	0.923
AAK1	ACTR2	1859169	1856793	9606.ENSP00000386456	9606.ENSP00000367220	0	0	0	0	0.107	0.120	0.900	0.145	0.923
UBA52	SPCS1	1859324	1843331	9606.ENSP00000388107	9606.ENSP00000233025	0	0	0	0	0.269	0	0.900	0	0.923
FYN	TYROBP	1853081	1845185	9606.ENSP00000346671	9606.ENSP00000262629	0	0	0	0	0.051	0	0.900	0.262	0.923
UBC	PABPC1	1852861	1849591	9606.ENSP00000344818	9606.ENSP00000313007	0	0	0	0	0.054	0.119	0.900	0.183	0.922
FYN	TLN1	1853081	1849837	9606.ENSP00000346671	9606.ENSP00000316029	0	0	0	0	0.117	0	0.900	0.195	0.922
TLN1	RAP1B	1849837	1844015	9606.ENSP00000316029	9606.ENSP00000250559	0	0	0	0	0.109	0	0.900	0.202	0.922
UBA52	TCEB2	1859324	1845114	9606.ENSP00000388107	9606.ENSP00000262306	0	0	0	0	0.197	0	0.900	0.112	0.922
ACTR2	UBC	1856793	1852861	9606.ENSP00000367220	9606.ENSP00000344818	0	0	0	0	0	0.186	0.900	0.127	0.922
TALDO1	PKM	1850327	1850212	9606.ENSP00000321259	9606.ENSP00000320171	0.073	0	0	0	0.121	0	0.800	0.573	0.921
HSP90AA1	TCEB2	1851814	1845114	9606.ENSP00000335153	9606.ENSP00000262306	0	0	0	0	0.047	0	0.900	0.244	0.921
B2M	PDIA3	1862817	1848170	9606.ENSP00000452780	9606.ENSP00000300289	0	0	0	0	0.053	0	0.900	0.241	0.921
RHOA	FKBP1A	1860210	1857423	9606.ENSP00000400175	9606.ENSP00000371138	0	0	0	0	0.054	0	0.900	0.226	0.920
PSMA7	PSME2	1855365	1842623	9606.ENSP00000359910	9606.ENSP00000216802	0	0	0	0	0.095	0.074	0.900	0.161	0.920
UBA52	PSMA7	1859324	1855365	9606.ENSP00000388107	9606.ENSP00000359910	0	0	0	0	0.104	0.177	0.900	0.054	0.920
RAC1	ARHGEF1	1853302	1851978	9606.ENSP00000348461	9606.ENSP00000337261	0	0	0	0	0	0.134	0.900	0.156	0.920
UBA52	PABPC1	1859324	1849591	9606.ENSP00000388107	9606.ENSP00000313007	0	0	0	0	0.062	0.119	0.900	0.151	0.920
HLA-E	PDIA3	1856531	1848170	9606.ENSP00000365817	9606.ENSP00000300289	0	0	0	0	0	0	0.900	0.233	0.920
H2AFY	H3F3A	1861595	1854454	9606.ENSP00000423563	9606.ENSP00000355778	0	0	0	0	0.551	0.585	0	0.608	0.920
GSTO1	GPX4	1855084	1853015	9606.ENSP00000358727	9606.ENSP00000346103	0	0	0	0	0.083	0.065	0.900	0.170	0.919
EIF4B	EIF3K	1845052	1843908	9606.ENSP00000262056	9606.ENSP00000248342	0	0	0	0	0.054	0	0.900	0.215	0.919
FYN	MYL12A	1853081	1842673	9606.ENSP00000346671	9606.ENSP00000217652	0	0	0	0	0.054	0.135	0.900	0.122	0.918
B2M	LCK	1862817	1852042	9606.ENSP00000452780	9606.ENSP00000337825	0	0	0	0	0	0	0.900	0.214	0.918
CASP1	RHOA	1860827	1860210	9606.ENSP00000410076	9606.ENSP00000400175	0	0	0	0	0	0	0.900	0.215	0.918
POLR2L	RBX1	1850615	1842568	9606.ENSP00000324124	9606.ENSP00000216225	0	0	0	0	0.218	0	0.900	0	0.918
SET	NUP214	1855735	1853838	9606.ENSP00000361777	9606.ENSP00000352400	0	0	0	0	0	0	0.900	0.210	0.917
B2M	TYROBP	1862817	1845185	9606.ENSP00000452780	9606.ENSP00000262629	0	0	0	0	0.055	0	0.900	0.200	0.917
RAC1	HSP90AA1	1853302	1851814	9606.ENSP00000348461	9606.ENSP00000335153	0	0	0	0	0	0.070	0.900	0.171	0.916
GSTP1	GPX4	1858630	1853015	9606.ENSP00000381607	9606.ENSP00000346103	0	0	0	0	0.053	0	0.900	0.185	0.916
PSMB9	UBC	1856192	1852861	9606.ENSP00000363993	9606.ENSP00000344818	0	0	0	0	0.085	0.101	0.900	0.106	0.916
RHOG	RAC2	1852220	1843949	9606.ENSP00000339467	9606.ENSP00000249071	0	0	0.527	0.976	0.185	0	0.900	0.493	0.916
PDIA3	HLA-F	1848170	1844740	9606.ENSP00000300289	9606.ENSP00000259951	0	0	0	0	0	0	0.900	0.194	0.915
RHOA	UBA52	1860210	1859324	9606.ENSP00000400175	9606.ENSP00000388107	0	0	0	0	0.053	0.099	0.900	0.127	0.915
B2M	FYN	1862817	1853081	9606.ENSP00000452780	9606.ENSP00000346671	0	0	0	0	0	0	0.900	0.194	0.915
NUP214	NPM1	1853838	1847808	9606.ENSP00000352400	9606.ENSP00000296930	0	0	0	0	0	0	0.900	0.192	0.915
YWHAB	IQGAP1	1848151	1846003	9606.ENSP00000300161	9606.ENSP00000268182	0	0	0	0	0.105	0.118	0.900	0.056	0.915
CASP1	ARHGDIB	1860827	1843176	9606.ENSP00000410076	9606.ENSP00000228945	0	0	0	0	0.110	0.067	0.900	0.089	0.914
HLA-E	LCK	1856531	1852042	9606.ENSP00000365817	9606.ENSP00000337825	0	0	0	0	0	0	0.900	0.184	0.914
UBC	VAMP2	1852861	1849692	9606.ENSP00000344818	9606.ENSP00000314214	0	0	0	0	0	0.100	0.900	0.122	0.914
HLA-E	HLA-F	1856531	1844740	9606.ENSP00000365817	9606.ENSP00000259951	0	0	0	0.971	0.053	0.149	0.900	0.759	0.914
B2M	IL2RG	1862817	1856061	9606.ENSP00000452780	9606.ENSP00000363318	0	0	0	0	0.053	0	0.900	0.168	0.914
FERMT3	SRGN	1846622	1843628	9606.ENSP00000279227	9606.ENSP00000242465	0	0	0	0	0.169	0	0.900	0	0.913
RAC1	TLN1	1853302	1849837	9606.ENSP00000348461	9606.ENSP00000316029	0	0	0	0	0	0	0.900	0.173	0.913
GSTO1	MGST1	1855084	1842163	9606.ENSP00000358727	9606.ENSP00000010404	0	0	0	0	0	0	0.900	0.169	0.913
PSMB9	RBX1	1856192	1842568	9606.ENSP00000363993	9606.ENSP00000216225	0	0	0	0	0.156	0	0.900	0.054	0.913
GPX4	MGST1	1853015	1842163	9606.ENSP00000346103	9606.ENSP00000010404	0	0	0	0	0.055	0	0.900	0.157	0.913
RHOA	IL2RG	1860210	1856061	9606.ENSP00000400175	9606.ENSP00000363318	0	0	0	0	0.049	0	0.900	0.157	0.912
LCP1	BIN2	1849816	1845911	9606.ENSP00000315757	9606.ENSP00000267012	0	0	0	0	0.162	0	0.900	0	0.912
UBA52	PSMB9	1859324	1856192	9606.ENSP00000388107	9606.ENSP00000363993	0	0	0	0	0.101	0.098	0.900	0.049	0.912
UBC	TCEB2	1852861	1845114	9606.ENSP00000344818	9606.ENSP00000262306	0	0	0	0	0.063	0	0.900	0.143	0.912
ACTR2	VAMP2	1856793	1849692	9606.ENSP00000367220	9606.ENSP00000314214	0	0	0	0	0.042	0.079	0.900	0.119	0.911
IL2RG	FYN	1856061	1853081	9606.ENSP00000363318	9606.ENSP00000346671	0	0	0	0	0.044	0	0.900	0.151	0.911
UBA52	POLR2L	1859324	1850615	9606.ENSP00000388107	9606.ENSP00000324124	0	0	0	0	0.154	0	0.900	0	0.911
C14orf2	ATP5I	1860305	1848800	9606.ENSP00000401770	9606.ENSP00000306003	0	0	0	0	0.428	0.464	0.720	0.090	0.911
ACTR2	VAMP8	1856793	1845428	9606.ENSP00000367220	9606.ENSP00000263864	0	0	0	0	0.042	0.079	0.900	0.119	0.911
POLR2L	TCEB2	1850615	1845114	9606.ENSP00000324124	9606.ENSP00000262306	0	0	0	0	0.142	0	0.900	0.048	0.911
EVL	PFN1	1858054	1843040	9606.ENSP00000376652	9606.ENSP00000225655	0	0	0	0	0.042	0.075	0.900	0.114	0.911
HLA-B	SAMHD1	1860141	1845231	9606.ENSP00000399168	9606.ENSP00000262878	0	0	0	0	0.052	0	0.900	0.127	0.910
PDIA3	VAMP8	1848170	1845428	9606.ENSP00000300289	9606.ENSP00000263864	0	0	0	0	0.054	0.096	0.900	0.081	0.910
UBA52	VAMP8	1859324	1845428	9606.ENSP00000388107	9606.ENSP00000263864	0	0	0	0	0.054	0.100	0.900	0.074	0.910
ATP5I	UQCRB	1848800	1847046	9606.ENSP00000306003	9606.ENSP00000287022	0	0	0	0	0.884	0	0	0.260	0.910
VAMP8	CTSZ	1845428	1842640	9606.ENSP00000263864	9606.ENSP00000217131	0	0	0	0	0.100	0	0.900	0.081	0.910
UBC	VAMP8	1852861	1845428	9606.ENSP00000344818	9606.ENSP00000263864	0	0	0	0	0	0.100	0.900	0.089	0.910
CAP1	CFL1	1855757	1849206	9606.ENSP00000361878	9606.ENSP00000309629	0	0	0	0	0.211	0.747	0	0.579	0.909
TPM3	TLN1	1854817	1849837	9606.ENSP00000357516	9606.ENSP00000316029	0	0	0	0	0	0	0.900	0.128	0.909
TGFBI	ITGB2	1861221	1848511	9606.ENSP00000416330	9606.ENSP00000303242	0	0	0	0	0.055	0	0.900	0.121	0.909
PABPC1	EIF3K	1849591	1843908	9606.ENSP00000313007	9606.ENSP00000248342	0	0	0	0	0.073	0	0.900	0.095	0.908
UBA52	AAK1	1859324	1859169	9606.ENSP00000388107	9606.ENSP00000386456	0	0	0	0	0.050	0.097	0.900	0.057	0.908
TLN1	MYL12B	1849837	1843461	9606.ENSP00000316029	9606.ENSP00000237500	0	0	0	0	0.049	0	0.900	0.116	0.908
HLA-C	SAMHD1	1856460	1845231	9606.ENSP00000365402	9606.ENSP00000262878	0	0	0	0	0.052	0	0.900	0.112	0.908
ACTR2	CORO1A	1856793	1842723	9606.ENSP00000367220	9606.ENSP00000219150	0	0	0	0	0.095	0.809	0	0.504	0.907
RAC1	TYROBP	1853302	1845185	9606.ENSP00000348461	9606.ENSP00000262629	0	0	0	0	0.101	0	0.900	0.052	0.907
H2AFY	JUND	1861595	1844164	9606.ENSP00000423563	9606.ENSP00000252818	0	0	0	0	0.081	0	0.900	0.069	0.907
TLN1	MYL12A	1849837	1842673	9606.ENSP00000316029	9606.ENSP00000217652	0	0	0	0	0.049	0	0.900	0.108	0.907
ACTR2	PSMA7	1856793	1855365	9606.ENSP00000367220	9606.ENSP00000359910	0	0	0	0	0.096	0.054	0.900	0.049	0.907
AAK1	LDLRAP1	1859169	1856097	9606.ENSP00000386456	9606.ENSP00000363458	0	0	0	0	0	0	0.900	0.110	0.907
VAMP2	YWHAQ	1849692	1843478	9606.ENSP00000314214	9606.ENSP00000238081	0	0	0	0	0.055	0	0.900	0.104	0.907
ALDOA	SRGN	1851945	1843628	9606.ENSP00000336927	9606.ENSP00000242465	0	0	0	0	0	0	0.900	0.113	0.907
AAK1	VAMP2	1859169	1849692	9606.ENSP00000386456	9606.ENSP00000314214	0	0	0	0	0.065	0	0.900	0.090	0.907
VAMP2	GNAI2	1849692	1849590	9606.ENSP00000314214	9606.ENSP00000312999	0	0	0	0	0.052	0.068	0.900	0.080	0.907
UBC	POLR2L	1852861	1850615	9606.ENSP00000344818	9606.ENSP00000324124	0	0	0	0	0.103	0	0.900	0.049	0.907
ETS1	IL2RG	1858032	1856061	9606.ENSP00000376436	9606.ENSP00000363318	0	0	0	0	0.053	0	0.900	0.101	0.907
UBA52	SEC61B	1859324	1842987	9606.ENSP00000388107	9606.ENSP00000223641	0	0	0	0	0.105	0.049	0.900	0.045	0.907
AP1S2	VAMP2	1851076	1849692	9606.ENSP00000328789	9606.ENSP00000314214	0	0	0	0	0.068	0	0.900	0.090	0.907
TNFSF13B	PSMB9	1856399	1856192	9606.ENSP00000365048	9606.ENSP00000363993	0	0	0	0	0.054	0	0.900	0.103	0.907
RHOA	EVL	1860210	1858054	9606.ENSP00000400175	9606.ENSP00000376652	0	0	0	0	0	0	0.900	0.102	0.906
UBA52	SSR4	1859324	1849949	9606.ENSP00000388107	9606.ENSP00000317331	0	0	0	0	0.104	0	0.900	0	0.906
HLA-E	FYN	1856531	1853081	9606.ENSP00000365817	9606.ENSP00000346671	0	0	0	0	0	0	0.900	0.100	0.906
FYN	LCK	1853081	1852042	9606.ENSP00000346671	9606.ENSP00000337825	0	0	0.526	0.964	0.052	0	0.900	0.934	0.906
PSME2	RBX1	1842623	1842568	9606.ENSP00000216802	9606.ENSP00000216225	0	0	0	0	0.104	0	0.900	0	0.906
PSME1	UBC	1857560	1852861	9606.ENSP00000372155	9606.ENSP00000344818	0	0	0	0	0.054	0	0.900	0.087	0.906
AAK1	UBC	1859169	1852861	9606.ENSP00000386456	9606.ENSP00000344818	0	0	0	0	0.055	0.071	0.900	0.065	0.906
PSMA7	RAC1	1855365	1853302	9606.ENSP00000359910	9606.ENSP00000348461	0	0	0	0	0.051	0.094	0.900	0	0.906
RHOA	GNG5	1860210	1855316	9606.ENSP00000400175	9606.ENSP00000359675	0	0	0	0	0.101	0	0.900	0	0.906
VAMP8	AP2S1	1845428	1845323	9606.ENSP00000263864	9606.ENSP00000263270	0	0	0	0	0.068	0	0.900	0.066	0.905
ALDOA	FERMT3	1851945	1846622	9606.ENSP00000336927	9606.ENSP00000279227	0	0	0	0	0.047	0	0.900	0.091	0.905
VAMP2	AP2S1	1849692	1845323	9606.ENSP00000314214	9606.ENSP00000263270	0	0	0	0	0.068	0	0.900	0.066	0.905
TNFRSF1B	PSMB9	1856466	1856192	9606.ENSP00000365435	9606.ENSP00000363993	0	0	0	0	0	0	0.900	0.095	0.905
AP1S2	VAMP8	1851076	1845428	9606.ENSP00000328789	9606.ENSP00000263864	0	0	0	0	0.068	0	0.900	0.066	0.905
HCK	FYN	1856392	1853081	9606.ENSP00000365012	9606.ENSP00000346671	0	0	0	0.966	0.072	0	0.900	0.742	0.905
VAMP2	YWHAZ	1849692	1849183	9606.ENSP00000314214	9606.ENSP00000309503	0	0	0	0	0.055	0	0.900	0.082	0.905
RHOA	RHOG	1860210	1852220	9606.ENSP00000400175	9606.ENSP00000339467	0	0	0.516	0.960	0.045	0	0.900	0.596	0.904
PSME1	RBX1	1857560	1842568	9606.ENSP00000372155	9606.ENSP00000216225	0	0	0	0	0.079	0	0.900	0.041	0.904
FGR	FYN	1856028	1853081	9606.ENSP00000363115	9606.ENSP00000346671	0	0	0	0.979	0.069	0	0.900	0.710	0.904
VAMP2	YWHAH	1849692	1843937	9606.ENSP00000314214	9606.ENSP00000248975	0	0	0	0	0.055	0	0.900	0.074	0.904
MOB1A	YWHAB	1858357	1848151	9606.ENSP00000379364	9606.ENSP00000300161	0	0	0	0	0.080	0	0.900	0	0.904
POLR2L	PCBP1	1850615	1848744	9606.ENSP00000324124	9606.ENSP00000305556	0	0	0	0	0.053	0.076	0.900	0	0.904
LDHA	PGK1	1862289	1855883	9606.ENSP00000445175	9606.ENSP00000362413	0.048	0	0	0	0.364	0.423	0	0.755	0.903
FGR	LCK	1856028	1852042	9606.ENSP00000363115	9606.ENSP00000337825	0	0	0	0.959	0.048	0	0.900	0.667	0.903
UBA52	PSME1	1859324	1857560	9606.ENSP00000388107	9606.ENSP00000372155	0	0	0	0	0.073	0	0.900	0	0.903
MYL6	TLN1	1862334	1849837	9606.ENSP00000446714	9606.ENSP00000316029	0	0	0	0	0	0	0.900	0.078	0.903
UBA52	PSME2	1859324	1842623	9606.ENSP00000388107	9606.ENSP00000216802	0	0	0	0	0.073	0	0.900	0.043	0.903
HLA-E	SAMHD1	1856531	1845231	9606.ENSP00000365817	9606.ENSP00000262878	0	0	0	0	0	0	0.900	0.074	0.903
YWHAB	LAMTOR1	1848151	1846579	9606.ENSP00000300161	9606.ENSP00000278671	0	0	0	0	0	0	0.900	0.070	0.903
ITGB2	RAP1B	1848511	1844015	9606.ENSP00000303242	9606.ENSP00000250559	0	0	0	0	0.069	0	0.900	0.043	0.903
VAMP2	CTSZ	1849692	1842640	9606.ENSP00000314214	9606.ENSP00000217131	0	0	0	0	0.051	0	0.900	0.061	0.903
RAC1	DOK2	1853302	1846493	9606.ENSP00000348461	9606.ENSP00000276420	0	0	0	0	0.067	0	0.900	0.048	0.903
IL2RG	DOK2	1856061	1846493	9606.ENSP00000363318	9606.ENSP00000276420	0	0	0	0	0.052	0	0.900	0.065	0.903
AAK1	VAMP8	1859169	1845428	9606.ENSP00000386456	9606.ENSP00000263864	0	0	0	0	0.065	0	0.900	0	0.902
POLR2L	PKM	1850615	1850212	9606.ENSP00000324124	9606.ENSP00000320171	0	0	0	0	0	0	0.900	0.066	0.902
UBC	AP2S1	1852861	1845323	9606.ENSP00000344818	9606.ENSP00000263270	0	0	0	0	0.067	0	0.900	0	0.902
PSME1	TNFRSF1B	1857560	1856466	9606.ENSP00000372155	9606.ENSP00000365435	0	0	0	0	0	0	0.900	0.060	0.902
TLN1	YWHAB	1849837	1848151	9606.ENSP00000316029	9606.ENSP00000300161	0	0	0	0	0.069	0	0.900	0	0.902
UBA52	AP2S1	1859324	1845323	9606.ENSP00000388107	9606.ENSP00000263270	0	0	0	0	0.062	0	0.900	0	0.902
UBA52	SEC11A	1859324	1846006	9606.ENSP00000388107	9606.ENSP00000268220	0	0	0	0	0.054	0.053	0.900	0	0.902
GNG5	C5AR1	1855316	1853142	9606.ENSP00000359675	9606.ENSP00000347197	0	0	0	0	0	0	0.900	0.065	0.902
RAC1	RHOG	1853302	1852220	9606.ENSP00000348461	9606.ENSP00000339467	0	0	0.527	0.975	0	0	0.900	0.339	0.902
OAZ1	PSME2	1863856	1842623	9606.ENSP00000464146	9606.ENSP00000216802	0	0	0	0	0	0	0.900	0.062	0.902
UBC	PSME2	1852861	1842623	9606.ENSP00000344818	9606.ENSP00000216802	0	0	0	0	0.054	0	0.900	0.045	0.901
B2M	RAC1	1862817	1853302	9606.ENSP00000452780	9606.ENSP00000348461	0	0	0	0	0.053	0	0.900	0.047	0.901
OAZ1	PSMA7	1863856	1855365	9606.ENSP00000464146	9606.ENSP00000359910	0	0	0	0	0.054	0	0.900	0	0.901
TNFRSF1B	PSME2	1856466	1842623	9606.ENSP00000365435	9606.ENSP00000216802	0	0	0	0	0	0	0.900	0.052	0.901
SRSF5	POLR2L	1858188	1850615	9606.ENSP00000377892	9606.ENSP00000324124	0	0	0	0	0.055	0.045	0.900	0	0.901
HCK	LCK	1856392	1852042	9606.ENSP00000365012	9606.ENSP00000337825	0	0	0	0.975	0	0	0.900	0.714	0.901
PSME1	TNFSF13B	1857560	1856399	9606.ENSP00000372155	9606.ENSP00000365048	0	0	0	0	0.060	0	0.900	0	0.901
LDLRAP1	VAMP2	1856097	1849692	9606.ENSP00000363458	9606.ENSP00000314214	0	0	0	0	0	0	0.900	0.054	0.901
HLA-B	HLA-F	1860141	1844740	9606.ENSP00000399168	9606.ENSP00000259951	0	0	0	0.977	0	0	0.900	0.760	0.901
VAMP2	YWHAB	1849692	1848151	9606.ENSP00000314214	9606.ENSP00000300161	0	0	0	0	0.055	0	0.900	0	0.901
AP1S2	CTSZ	1851076	1842640	9606.ENSP00000328789	9606.ENSP00000217131	0	0	0	0	0.053	0	0.900	0	0.901
MSN	AP2S1	1853976	1845323	9606.ENSP00000353408	9606.ENSP00000263270	0	0	0	0	0	0	0.900	0.056	0.901
TNFSF13B	PSME2	1856399	1842623	9606.ENSP00000365048	9606.ENSP00000216802	0	0	0	0	0.055	0	0.900	0	0.901
B2M	VAMP8	1862817	1845428	9606.ENSP00000452780	9606.ENSP00000263864	0	0	0	0	0.053	0	0.900	0	0.901
BLOC1S1	AP1S2	1862423	1851076	9606.ENSP00000447537	9606.ENSP00000328789	0	0	0	0	0.051	0	0.900	0	0.901
BLOC1S1	VAMP8	1862423	1845428	9606.ENSP00000447537	9606.ENSP00000263864	0	0	0	0	0.053	0	0.900	0.044	0.901
HNRNPA3	POLR2L	1858016	1850615	9606.ENSP00000376309	9606.ENSP00000324124	0	0	0	0	0.054	0.047	0.900	0	0.901
OAZ1	PSMB9	1863856	1856192	9606.ENSP00000464146	9606.ENSP00000363993	0	0	0	0	0.051	0	0.900	0	0.901
SAMHD1	HLA-F	1845231	1844740	9606.ENSP00000262878	9606.ENSP00000259951	0	0	0	0	0.052	0	0.900	0	0.901
UBA52	EIF4B	1859324	1845052	9606.ENSP00000388107	9606.ENSP00000262056	0	0	0	0	0.054	0	0.900	0	0.901
RAC1	RAC2	1853302	1843949	9606.ENSP00000348461	9606.ENSP00000249071	0	0	0.527	0.987	0	0	0.900	0.400	0.901
LDLRAP1	VAMP8	1856097	1845428	9606.ENSP00000363458	9606.ENSP00000263864	0	0	0	0	0	0	0.900	0.057	0.901
GNG5	ARHGEF1	1855316	1851978	9606.ENSP00000359675	9606.ENSP00000337261	0	0	0	0	0	0	0.900	0	0.900
TNFSF13B	PSMA7	1856399	1855365	9606.ENSP00000365048	9606.ENSP00000359910	0	0	0	0	0	0	0.900	0.041	0.900
BLOC1S1	CTSZ	1862423	1842640	9606.ENSP00000447537	9606.ENSP00000217131	0	0	0	0	0	0	0.900	0	0.900
LDLRAP1	AP2S1	1856097	1845323	9606.ENSP00000363458	9606.ENSP00000263270	0	0	0	0	0	0	0.900	0	0.900
HLA-E	VAMP8	1856531	1845428	9606.ENSP00000365817	9606.ENSP00000263864	0	0	0	0	0	0	0.900	0	0.900
ACTR2	LDLRAP1	1856793	1856097	9606.ENSP00000367220	9606.ENSP00000363458	0	0	0	0	0	0	0.900	0	0.900
HNRNPH1	POLR2L	1853404	1850615	9606.ENSP00000349168	9606.ENSP00000324124	0	0	0	0	0.050	0	0.900	0	0.900
